kind;name;atom1_name;atom2_name;atom3_name;csd_target;csd_std;pdb_count;pdb_mean;pdb_std;pdb_3low;pdb_3high;pdb_4low;pdb_4high;
sugar_pucker;pucker==U_T_C_C2p_endo;C2';C3';O3';108.7;2.3;128825;109.5;1.6;104.0;119.4;99.2;132.4;
sugar_pucker;pucker==U_T_C_C2p_endo;C4';C3';O3';110.6;2.3;128825;109.5;1.5;103.6;117.9;98.0;123.3;
sugar_pucker;pucker==U_T_C_C2p_endo;C3';C4';C5';115.4;1.2;128829;115.3;1.0;110.3;119.6;105.1;124.0;
sugar_pucker;pucker==U_T_C_C2p_endo;C5';C4';O4';109.5;1.1;128829;109.2;0.9;105.1;112.8;102.3;117.1;
sugar_pucker;pucker==U_T_C_C2p_endo;N1;C1';O4';108.0;0.7;128823;108.6;1.3;103.8;114.2;98.4;119.5;
sugar_pucker;pucker==U_T_C_C2p_endo;N1;C1';C2';113.5;1.1;128823;114.2;1.5;103.7;120.0;98.2;124.9;
sugar_pucker;pucker==U_T_C_C2p_endo;C4';C5';O5';110.0;1.9;128826;111.6;1.1;107.0;115.6;104.1;118.1;
sugar_pucker;pucker==U_T_C_C2p_endo;C1';N1;C2;118.6;1.3;128813;118.4;2.3;110.4;128.0;98.8;134.0;
sugar_pucker;pucker==U_T_C_C2p_endo;C1';N1;C6;120.1;1.2;128813;120.8;2.0;112.5;128.1;104.6;136.9;
sugar_pucker;pucker==U_T_C_C3p_endo;C1';C2';C3';101.2;0.9;967220;101.4;0.6;99.1;103.7;96.7;106.3;
sugar_pucker;pucker==U_T_C_C3p_endo;C2';C3';C4';101.7;0.9;967220;102.4;0.7;99.1;104.8;96.0;106.7;
sugar_pucker;pucker==U_T_C_C3p_endo;C3';C4';O4';104.0;0.7;967220;103.9;0.6;101.3;106.2;98.4;107.9;
sugar_pucker;pucker==U_T_C_C3p_endo;C1';O4';C4';109.7;0.7;967220;109.8;0.4;108.1;111.1;106.4;112.5;
sugar_pucker;pucker==U_T_C_C3p_endo;C2';C1';O4';107.3;0.6;967220;107.6;0.5;105.4;109.0;103.6;110.3;
sugar_pucker;pucker==U_T_C_C3p_endo;C1';C2';O2';108.7;2.4;967196;108.5;0.9;104.4;114.3;98.8;119.4;
sugar_pucker;pucker==U_T_C_C3p_endo;C3';C2';O2';110.6;2.3;967196;110.9;1.2;106.5;117.8;102.1;122.7;
sugar_pucker;pucker==U_T_C_C3p_endo;C2';C3';O3';113.5;2.1;967207;113.5;1.1;107.8;118.7;102.1;124.2;
sugar_pucker;pucker==U_T_C_C3p_endo;C4';C3';O3';112.6;1.9;967207;112.8;1.3;106.7;117.5;101.5;122.6;
sugar_pucker;pucker==U_T_C_C3p_endo;C3';C4';C5';116.4;1.4;967203;115.9;1.0;110.7;119.6;105.0;123.2;
sugar_pucker;pucker==U_T_C_C3p_endo;C5';C4';O4';109.8;0.8;967203;109.9;0.8;106.6;112.9;104.0;115.9;
sugar_pucker;pucker==U_T_C_C3p_endo;N1;C1';O4';108.8;0.6;967105;108.8;0.8;105.4;112.8;102.1;116.3;
sugar_pucker;pucker==U_T_C_C3p_endo;N1;C1';C2';112.3;1.1;967105;112.3;1.3;107.8;118.1;97.9;122.6;
sugar_pucker;pucker==U_T_C_C3p_endo;C4';C5';O5';111.2;1.9;967128;111.4;1.0;107.4;115.0;104.6;117.8;
sugar_pucker;pucker==U_T_C_C3p_endo;C1';N1;C2;116.6;1.1;967097;118.5;1.9;111.8;126.6;107.0;131.6;
sugar_pucker;pucker==U_T_C_C3p_endo;C1';N1;C6;122.4;0.8;967094;121.2;1.6;114.3;127.2;110.0;132.1;
sugar_pucker;pucker==DA_DG_C2p_endo;C1';C2';C3';101.9;1.1;66089;101.4;1.4;95.6;105.7;91.1;108.2;
sugar_pucker;pucker==DA_DG_C2p_endo;C2';C3';C4';103.0;0.9;66089;103.1;0.9;98.8;106.3;95.2;109.6;
sugar_pucker;pucker==DA_DG_C2p_endo;C3';C4';O4';106.0;0.9;66089;105.9;0.7;102.6;108.4;100.4;113.3;
sugar_pucker;pucker==DA_DG_C2p_endo;C1';O4';C4';109.6;0.9;66089;109.7;1.0;105.2;112.8;101.5;114.5;
sugar_pucker;pucker==DA_DG_C2p_endo;C2';C1';O4';106.0;0.9;66089;105.8;1.0;101.9;109.0;98.1;110.9;
sugar_pucker;pucker==DA_DG_C2p_endo;C2';C3';O3';109.6;2.3;66035;111.8;2.0;101.6;120.2;96.5;126.4;
sugar_pucker;pucker==DA_DG_C2p_endo;C4';C3';O3';109.4;1.9;66035;109.0;1.9;100.7;117.4;94.9;126.1;
sugar_pucker;pucker==DA_DG_C2p_endo;C3';C4';C5';114.4;1.1;66057;114.9;1.3;108.6;120.0;99.9;124.9;
sugar_pucker;pucker==DA_DG_C2p_endo;C5';C4';O4';108.9;1.1;66057;109.8;1.0;104.7;115.3;100.2;121.2;
sugar_pucker;pucker==DA_DG_C2p_endo;N9;C1';O4';108.0;1.0;66077;108.2;1.4;101.0;114.9;95.4;122.1;
sugar_pucker;pucker==DA_DG_C2p_endo;N9;C1';C2';115.0;1.0;66077;114.6;1.6;108.0;121.0;98.1;128.0;
sugar_pucker;pucker==DA_DG_C2p_endo;C4';C5';O5';111.0;2.3;65959;110.6;1.2;104.4;115.8;98.5;121.0;
sugar_pucker;pucker==DA_DG_C2p_endo;C1';N9;C4;126.8;1.9;66066;126.5;0.9;122.1;130.3;118.5;133.8;
sugar_pucker;pucker==DA_DG_C2p_endo;C1';N9;C8;126.8;1.9;66066;127.5;0.9;123.9;131.7;119.6;135.7;
sugar_pucker;pucker==DA_DG_C3p_endo;C1';C2';C3';103.5;1.1;7861;102.4;1.4;97.6;106.7;96.6;108.2;
sugar_pucker;pucker==DA_DG_C3p_endo;C2';C3';C4';101.8;1.2;7861;102.0;1.4;97.2;106.4;92.4;108.1;
sugar_pucker;pucker==DA_DG_C3p_endo;C3';C4';O4';104.9;1.0;7861;104.6;1.1;98.9;108.3;96.4;110.0;
sugar_pucker;pucker==DA_DG_C3p_endo;C1';O4';C4';110.0;1.0;7861;109.6;0.9;106.1;112.5;105.0;113.8;
sugar_pucker;pucker==DA_DG_C3p_endo;C2';C1';O4';106.7;0.5;7861;107.3;0.8;103.8;110.5;99.2;112.5;
sugar_pucker;pucker==DA_DG_C3p_endo;C2';C3';O3';113.5;1.6;7841;111.7;2.1;100.7;122.1;93.2;127.8;
sugar_pucker;pucker==DA_DG_C3p_endo;C4';C3';O3';109.1;0.7;7841;110.1;1.8;102.2;120.3;98.7;125.5;
sugar_pucker;pucker==DA_DG_C3p_endo;C3';C4';C5';116.3;0.8;7858;115.0;1.3;107.5;121.3;104.7;132.7;
sugar_pucker;pucker==DA_DG_C3p_endo;C5';C4';O4';109.6;1.0;7858;109.6;1.2;104.1;116.1;101.8;120.5;
sugar_pucker;pucker==DA_DG_C3p_endo;N9;C1';O4';107.5;0.7;7858;108.5;1.1;102.8;113.4;95.7;118.7;
sugar_pucker;pucker==DA_DG_C3p_endo;N9;C1';C2';113.6;0.8;7858;113.8;1.6;106.6;120.5;103.8;122.2;
sugar_pucker;pucker==DA_DG_C3p_endo;C4';C5';O5';111.9;1.3;7849;110.5;1.4;104.1;116.3;101.2;124.3;
sugar_pucker;pucker==DA_DG_C3p_endo;C1';N9;C4;125.7;1.0;7856;126.5;1.1;121.0;131.6;119.9;140.4;
sugar_pucker;pucker==DA_DG_C3p_endo;C1';N9;C8;128.1;1.3;7856;127.5;1.0;123.0;132.7;115.5;133.7;
sugar_pucker;pucker==DA_DG_other;C1';C2';C3';103.8;1.3;27049;103.0;1.5;97.0;107.1;91.3;110.5;
sugar_pucker;pucker==DA_DG_other;C2';C3';C4';102.9;1.3;27049;103.9;1.3;98.0;107.5;93.9;110.6;
sugar_pucker;pucker==DA_DG_other;C3';C4';O4';104.8;1.6;27049;105.6;1.2;99.8;109.0;96.6;112.5;
sugar_pucker;pucker==DA_DG_other;C1';O4';C4';107.3;1.5;27049;108.7;1.6;102.1;112.5;95.4;115.2;
sugar_pucker;pucker==DA_DG_other;C2';C1';O4';105.7;1.1;27049;106.0;1.4;100.4;109.8;95.5;112.4;
sugar_pucker;pucker==DA_DG_other;C2';C3';O3';112.3;1.8;26998;112.1;2.1;101.5;122.6;92.5;128.0;
sugar_pucker;pucker==DA_DG_other;C4';C3';O3';110.2;1.8;26998;109.4;2.1;100.1;120.5;91.6;126.5;
sugar_pucker;pucker==DA_DG_other;C3';C4';C5';114.9;1.5;27000;114.8;1.4;106.8;122.6;97.9;128.1;
sugar_pucker;pucker==DA_DG_other;C5';C4';O4';108.7;1.4;27000;109.6;1.4;103.1;117.6;99.4;121.1;
sugar_pucker;pucker==DA_DG_other;N9;C1';O4';107.7;1.3;27034;108.5;1.5;101.6;116.6;95.6;126.4;
sugar_pucker;pucker==DA_DG_other;N9;C1';C2';115.4;0.9;27034;114.2;1.8;106.1;121.8;97.9;126.0;
sugar_pucker;pucker==DA_DG_other;C4';C5';O5';110.9;2.1;26939;110.5;1.6;103.4;117.7;98.5;140.9;
sugar_pucker;pucker==DA_DG_other;C1';N9;C4;127.6;1.9;27026;126.6;1.0;121.6;130.6;114.5;139.6;
sugar_pucker;pucker==DA_DG_other;C1';N9;C8;126.2;1.9;27026;127.4;1.0;123.5;132.1;114.2;141.6;
sugar_pucker;pucker==DU_DT_DC_C2p_endo;C1';C2';C3';102.4;0.9;49389;101.3;1.5;95.6;106.0;91.8;107.8;
sugar_pucker;pucker==DU_DT_DC_C2p_endo;C2';C3';C4';102.9;0.9;49389;103.1;0.9;98.9;106.4;95.9;108.9;
sugar_pucker;pucker==DU_DT_DC_C2p_endo;C3';C4';O4';105.9;0.8;49389;105.9;0.7;102.6;108.5;98.7;110.3;
sugar_pucker;pucker==DU_DT_DC_C2p_endo;C1';O4';C4';110.0;0.6;49389;109.4;1.0;105.4;112.4;102.1;115.0;
sugar_pucker;pucker==DU_DT_DC_C2p_endo;C2';C1';O4';106.2;0.7;49389;105.6;1.0;101.4;108.7;97.8;110.7;
sugar_pucker;pucker==DU_DT_DC_C2p_endo;C2';C3';O3';109.5;2.3;49347;111.5;2.0;101.6;120.1;94.9;124.9;
sugar_pucker;pucker==DU_DT_DC_C2p_endo;C4';C3';O3';109.8;2.0;49347;109.2;1.8;101.0;117.2;96.4;125.4;
sugar_pucker;pucker==DU_DT_DC_C2p_endo;C3';C4';C5';114.7;1.4;49335;114.7;1.4;108.2;120.7;102.8;126.1;
sugar_pucker;pucker==DU_DT_DC_C2p_endo;C5';C4';O4';109.7;1.1;49335;109.7;1.1;104.1;115.8;98.8;122.5;
sugar_pucker;pucker==DU_DT_DC_C2p_endo;N1;C1';O4';107.8;0.6;49342;108.4;1.4;101.7;114.6;91.8;119.6;
sugar_pucker;pucker==DU_DT_DC_C2p_endo;N1;C1';C2';114.0;0.9;49342;114.9;1.8;108.0;121.6;103.7;133.1;
sugar_pucker;pucker==DU_DT_DC_C2p_endo;C4';C5';O5';110.1;1.7;49228;110.6;1.2;105.3;116.5;98.7;122.7;
sugar_pucker;pucker==DU_DT_DC_C2p_endo;C1';N1;C2;118.3;1.3;49331;119.0;0.9;115.0;122.6;108.0;127.8;
sugar_pucker;pucker==DU_DT_DC_C2p_endo;C1';N1;C6;120.3;1.1;49331;120.1;0.9;116.4;123.8;110.6;132.2;
sugar_pucker;pucker==DU_DT_DC_C3p_endo;C1';C2';C3';103.0;1.1;8671;102.5;1.3;97.5;106.5;95.9;108.4;
sugar_pucker;pucker==DU_DT_DC_C3p_endo;C2';C3';C4';102.2;0.8;8671;102.1;1.4;96.4;106.4;91.2;107.4;
sugar_pucker;pucker==DU_DT_DC_C3p_endo;C3';C4';O4';104.8;0.8;8671;104.5;1.1;99.6;107.8;93.9;109.3;
sugar_pucker;pucker==DU_DT_DC_C3p_endo;C1';O4';C4';110.1;0.7;8671;109.6;0.9;106.0;112.5;104.5;115.6;
sugar_pucker;pucker==DU_DT_DC_C3p_endo;C2';C1';O4';107.1;0.5;8671;107.3;0.7;103.6;110.6;101.1;112.0;
sugar_pucker;pucker==DU_DT_DC_C3p_endo;C2';C3';O3';112.6;2.7;8626;111.7;2.0;101.8;122.3;96.4;127.9;
sugar_pucker;pucker==DU_DT_DC_C3p_endo;C4';C3';O3';112.1;2.0;8626;110.2;1.8;103.2;121.0;99.3;131.5;
sugar_pucker;pucker==DU_DT_DC_C3p_endo;C3';C4';C5';116.1;1.1;8662;114.9;1.2;108.6;120.5;102.4;122.9;
sugar_pucker;pucker==DU_DT_DC_C3p_endo;C5';C4';O4';109.5;0.7;8662;109.6;1.1;104.1;115.5;98.9;121.2;
sugar_pucker;pucker==DU_DT_DC_C3p_endo;N1;C1';O4';108.1;0.8;8654;108.8;1.2;103.9;114.6;97.7;118.2;
sugar_pucker;pucker==DU_DT_DC_C3p_endo;N1;C1';C2';113.0;1.3;8654;113.9;1.5;106.6;121.4;101.1;127.1;
sugar_pucker;pucker==DU_DT_DC_C3p_endo;C4';C5';O5';111.1;2.5;8651;110.5;1.3;104.6;116.8;100.5;118.2;
sugar_pucker;pucker==DU_DT_DC_C3p_endo;C1';N1;C2;116.6;1.1;8650;118.9;1.1;114.1;122.9;109.8;125.9;
sugar_pucker;pucker==DU_DT_DC_C3p_endo;C1';N1;C6;122.0;0.9;8650;120.3;1.0;116.7;124.6;112.9;129.5;
sugar_pucker;pucker==DU_DT_DC_other;C1';C2';C3';103.9;1.5;42575;103.0;1.4;97.8;107.1;93.7;108.5;
sugar_pucker;pucker==DU_DT_DC_other;C2';C3';C4';103.5;1.3;42575;104.1;1.1;98.6;107.6;94.3;109.5;
sugar_pucker;pucker==DU_DT_DC_other;C3';C4';O4';106.1;1.5;42575;105.6;1.1;100.0;108.6;94.6;110.5;
sugar_pucker;pucker==DU_DT_DC_other;C1';O4';C4';109.1;0.9;42575;108.3;1.5;102.1;112.2;95.7;114.1;
sugar_pucker;pucker==DU_DT_DC_other;C2';C1';O4';106.3;1.1;42575;105.8;1.3;100.6;109.7;96.2;111.3;
sugar_pucker;pucker==DU_DT_DC_other;C2';C3';O3';111.6;2.6;42529;112.1;1.9;102.1;121.5;92.2;127.7;
sugar_pucker;pucker==DU_DT_DC_other;C4';C3';O3';111.5;1.4;42529;109.3;2.0;100.6;119.2;95.2;128.0;
sugar_pucker;pucker==DU_DT_DC_other;C3';C4';C5';115.1;1.2;42539;114.8;1.3;108.4;121.1;102.5;127.2;
sugar_pucker;pucker==DU_DT_DC_other;C5';C4';O4';108.7;1.0;42539;109.7;1.2;104.3;115.7;98.6;122.2;
sugar_pucker;pucker==DU_DT_DC_other;N1;C1';O4';107.7;0.8;42520;108.4;1.5;101.2;114.8;96.5;119.9;
sugar_pucker;pucker==DU_DT_DC_other;N1;C1';C2';114.5;1.7;42520;114.6;1.8;106.9;122.3;101.8;129.1;
sugar_pucker;pucker==DU_DT_DC_other;C4';C5';O5';109.7;2.3;42490;110.5;1.4;104.1;117.3;99.9;123.9;
sugar_pucker;pucker==DU_DT_DC_other;C1';N1;C2;119.0;1.7;42502;119.1;0.9;115.1;123.9;109.5;130.9;
sugar_pucker;pucker==DU_DT_DC_other;C1';N1;C6;119.4;1.6;42502;120.0;0.9;115.5;123.9;108.3;133.8;
